member_id,ticker,exchange,person_name,name_normalized,role,board_type,age,year_of_birth,education,shares,tenure_since,data_sources,confidence_score,is_current,scraped_at
174fa3b0,SHB,HNX,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
1fe2921c,SHB,HNX,360.471.379,360.471.379,CTCP Tập đoàn T&T,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
c89c341a,SHB,HNX,126.901.063,126.901.063,Đỗ Quang Vinh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
59aeb08c,SHB,HNX,125.163.351,125.163.351,Đỗ Quang Hiển,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
51c201e9,SHB,HNX,115.131.539,115.131.539,Công ty Cổ phần Tập đoàn BIM,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
72e7c06f,SHB,HNX,105.362.477,105.362.477,Đỗ Vinh Quang (Con của ôngĐỗ Quang Hiển),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
bf51d3ea,SHB,HNX,79.771.607,79.771.607,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
a14f2977,SHB,HNX,73.439.103,73.439.103,Market Vectors Vietnam ETF,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
63cc071e,SHB,HNX,73.130.546,73.130.546,Đỗ Thị Thu Hà (Chị của ôngĐỗ Quang Hiển),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
053dec97,SHB,HNX,66.751.034,66.751.034,Deutsche Bank Aktiengesellschaf,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
8fe6df4c,SHB,HNX,59.479.134,59.479.134,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
ffe0bcc9,SHB,HNX,44.571.838,44.571.838,Nguyễn Văn Bảng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
777d1b7d,SHB,HNX,8.068.836,8.068.836,Nguyễn Văn Lê,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
fe5a1527,SHB,HNX,4.882.116,4.882.116,Trần Ngọc Linh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
aca02929,SHB,HNX,3.580.207,3.580.207,Ngô Thu Hà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
0f6608a8,SHB,HNX,3.079.525,3.079.525,Công ty cổ phần Quản lý quỹ Đầu tư Sài Gòn - Hà Nội,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
71111577,SHB,HNX,2.397.749,2.397.749,Dương Thị Thu Hà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
39fbeb86,SHB,HNX,1.842.880,1.842.880,Đặng Tố Loan,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
2c68e0cd,SHB,HNX,1.634.395,1.634.395,Đỗ Trọng Thắng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
d87a277a,SHB,HNX,986.879,986.879,Đinh Đức Tuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
b4965a9d,SHB,HNX,524.729,524.729,Đàm Ngọc Bích,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
329c6ed1,SHB,HNX,440.753,440.753,Nguyễn Tuấn Minh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
20ce66ae,SHB,HNX,435.537,435.537,Bùi Thị Mai,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
4cb08c9f,SHB,HNX,386.076,386.076,Ninh Thị Lan Phương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
839a7ced,SHB,HNX,359.286,359.286,Lê Thu Hương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
fac0be6a,SHB,HNX,287.822,287.822,Phạm Văn Thăng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
ac6bca56,SHB,HNX,275.584,275.584,Phạm Hòa Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
ddfb01b1,SHB,HNX,233.664,233.664,Bùi Tín Nghị,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
e05e0bea,SHB,HNX,223.075,223.075,Đỗ Đức Hải,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
781350db,SHB,HNX,221.590,221.590,Thái Quốc Minh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
0d5226c6,SHB,HNX,221.094,221.094,Lê Đăng Khoa,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
ed49b0ab,SHB,HNX,218.577,218.577,Lưu Danh Đức,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
9b18936f,SHB,HNX,184.820,184.820,Đặng Trung Dũng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
a5bd10fa,SHB,HNX,177.423,177.423,Trần Thị Lan Hương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
06f1b7a4,SHB,HNX,176.516,176.516,Phạm Viết Dần,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
f70f61ee,SHB,HNX,144.968,144.968,Võ Đức Tiến,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
65cdc14a,SHB,HNX,141.613,141.613,Đỗ Minh Trang,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
cc22df1c,SHB,HNX,100.343,100.343,Vũ Xuân Thủy Sơn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
07a12a4e,SHB,HNX,86.795,86.795,Phạm Bích Liên,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
f9c84f41,SHB,HNX,72.341,72.341,Nguyễn Đình Dương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
a792e65f,SHB,HNX,44.592,44.592,Trần Thị Hà Giang,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
9ff90d42,SHB,HNX,37.628,37.628,Ngô Thị Vân,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
c930911b,SHB,HNX,32.884,32.884,Nguyễn Thị Thanh Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
200887a7,SHB,HNX,8.059,8.059,Phạm Ngọc Tuân,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
a8b72b4c,SHB,HNX,4.285.714,4.285.714,Tổng Công ty cổ phần Bảo hiểm Sài Gòn - Hà Nội (BHI),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
b8ddfbc2,SHB,HNX,3.000.000,3.000.000,Tổng Công ty Thăng Long - CTCP (TTL),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:25.165974
101df4d9,PVS,HNX,Nguyễn Đức Thủy,nguyen duc thuy,Công bố thông tin,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
d06156fc,PVS,HNX,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYTập đoàn Công nghiệp-Năng lượng Quốc gia Việt Nam262.754.56251,3827/11/2025CTBC Vietnam Equity Fund19.260.0003,7727/11/2025Vietnam Investment Property Holdings Ltd12.272.7782,427/11/2025Norges Bank10.281.7372,0127/11/2025Amersham Industries Limited8.128.2551,5927/11/2025Vietnam Enterprise Investments Limited6.079.7401,1927/11/2025Saigon Investments Limited5.414.4141,0627/11/2025Ngân hàng Thương mại cổ phần Đại chúng Việt Nam2.146.6340,4227/11/2025Lê Mạnh Cường59.3030,0127/11/2025Nguyễn Hữu Hải58.4680,0127/11/2025Phan Thanh Tùng51.9490,0127/11/2025Đỗ Quốc Hoan12.2260,027/11/2025Lê Chiến Thắng10.0430,019/12/2025Nguyễn Xuân Cường5.3700,027/11/2025Nguyễn Trần Toàn4.0590,027/11/2025Trần Hồ Bắc2.2990,027/11/2025Bùi Hữu Việt Cường1.7830,027/11/2025Tạ Đức Tiến1.7510,027/11/2025Hồ Thị Oanh990,027/11/2025Nguyễn Văn Bảo840,027/11/2025",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
7011d07c,PVS,HNX,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
c4426c83,PVS,HNX,262.754.562,262.754.562,Tập đoàn Công nghiệp-Năng lượng Quốc gia Việt Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
20d0d4bd,PVS,HNX,19.260.000,19.260.000,CTBC Vietnam Equity Fund,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
eba77d55,PVS,HNX,12.272.778,12.272.778,Vietnam Investment Property Holdings Ltd,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
46e96a25,PVS,HNX,10.281.737,10.281.737,Norges Bank,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
2e90786d,PVS,HNX,8.128.255,8.128.255,Amersham Industries Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
f1a4d6cb,PVS,HNX,6.079.740,6.079.740,Vietnam Enterprise Investments Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
f202e768,PVS,HNX,5.414.414,5.414.414,Saigon Investments Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
0b005ac7,PVS,HNX,2.146.634,2.146.634,Ngân hàng Thương mại cổ phần Đại chúng Việt Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
bf71b7c3,PVS,HNX,59.303,59.303,Lê Mạnh Cường,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
3b827d51,PVS,HNX,58.468,58.468,Nguyễn Hữu Hải,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
b8addb0d,PVS,HNX,51.949,51.949,Phan Thanh Tùng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
6c1ec49a,PVS,HNX,12.226,12.226,Đỗ Quốc Hoan,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
90fac2ae,PVS,HNX,10.043,10.043,Lê Chiến Thắng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
9368c435,PVS,HNX,5.370,5.370,Nguyễn Xuân Cường,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
63e2ac48,PVS,HNX,4.059,4.059,Nguyễn Trần Toàn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
f3ab2b3f,PVS,HNX,2.299,2.299,Trần Hồ Bắc,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
af32a3a0,PVS,HNX,1.783,1.783,Bùi Hữu Việt Cường,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
51194b96,PVS,HNX,1.751,1.751,Tạ Đức Tiến,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
2aedc71f,PVS,HNX,99,99,Hồ Thị Oanh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
6e52972e,PVS,HNX,84,84,Nguyễn Văn Bảo,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
d15541a7,PVS,HNX,39.077.804,39.077.804,Công ty Cổ phần Vận hành và Xây lắp PTSC (POS),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
b1ebe2ea,PVS,HNX,28.558.100,28.558.100,Công ty cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC (PQN),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
d97a6f49,PVS,HNX,25.500.000,25.500.000,Công ty cổ phần Đầu tư Dầu khí Sao Mai – Bến Đình (PSB),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
f6cc7197,PVS,HNX,17.105.643,17.105.643,Công ty cổ phần Chế tạo Giàn khoan Dầu khí (PVSHIPYARD),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:27.072363
bdae10fa,VCS,HNX,Lương Xuân Mẫn,luong xuan man,Trưởng BKS,Khác,63.0,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
2977f99a,VCS,HNX,Trần Thị Phương Hoa,tran thi phuong hoa,Thành viên BKS,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
9a780db7,VCS,HNX,Nguyễn Diệu Thúy Ngọc,nguyen dieu thuy ngoc,Thành viên Ủy ban kiểm toán,Khác,54.0,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
6e8334c3,VCS,HNX,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYCTCP Tập đoàn Phượng Hoàng Xanh A&A134.647.08284,1516/12/2025Hồ Xuân Năng5.983.5813,7416/12/2025Phạm Trí Dũng353.3910,2216/12/2025Lưu Công An206.2610,1316/12/2025Phạm Anh Tuấn19.8420,0116/12/2025Nguyễn Chí Công10.9750,0116/12/2025Trần Lan Phương180,016/12/2025",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
cbd5c825,VCS,HNX,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
ad0fe2d3,VCS,HNX,134.647.082,134.647.082,CTCP Tập đoàn Phượng Hoàng Xanh A&A,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
7d2f693e,VCS,HNX,5.983.581,5.983.581,Hồ Xuân Năng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
94cb8814,VCS,HNX,353.391,353.391,Phạm Trí Dũng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
213e1764,VCS,HNX,206.261,206.261,Lưu Công An,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
15a169ec,VCS,HNX,19.842,19.842,Phạm Anh Tuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
36dc891d,VCS,HNX,10.975,10.975,Nguyễn Chí Công,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
5333f240,VCS,HNX,18,18,Trần Lan Phương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:28.930759
848b2107,MBS,HNX,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYNgân hàng Thương mại cổ phần Quân đội439.766.96365,913/11/2025Vietnam Enterprise Investments Limited20.309.1273,0424/09/2025Lê Viết Hải1.101.3170,1708/01/2026Vũ Thành Trung810.7230,1224/09/2025Lê Văn Tuấn623.7910,0924/09/2025Nguyễn Minh Hằng587.8810,0908/01/2026Nguyễn Kim Chung341.4020,0524/09/2025Trần Thị Kim Thanh299.6140,0424/09/2025Lê Thành Nam268.2210,0408/01/2026Vũ Thị Hải Phượng195.5000,0324/09/2025Nguyễn Văn Học146.2820,0224/09/2025Bùi Thị Hồng Hạnh111.1620,0230/06/2013Trần Thị Bảo Quế110.0710,0224/09/2025Vũ Thị Hương101.0930,0209/01/2026Phạm Thị Hoa2040,008/01/2026Nguyễn Thị Diệp Quỳnh780,024/09/2025Phùng Thị Thanh Hà120,008/01/2026",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
35cba0f4,MBS,HNX,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
90f98b2c,MBS,HNX,439.766.963,439.766.963,Ngân hàng Thương mại cổ phần Quân đội,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
d493417a,MBS,HNX,20.309.127,20.309.127,Vietnam Enterprise Investments Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
59b28854,MBS,HNX,1.101.317,1.101.317,Lê Viết Hải,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
bdbc3b55,MBS,HNX,810.723,810.723,Vũ Thành Trung,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
01de6fa5,MBS,HNX,623.791,623.791,Lê Văn Tuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
d92144b1,MBS,HNX,587.881,587.881,Nguyễn Minh Hằng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
e9795795,MBS,HNX,341.402,341.402,Nguyễn Kim Chung,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
31871dbf,MBS,HNX,299.614,299.614,Trần Thị Kim Thanh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
184922a9,MBS,HNX,268.221,268.221,Lê Thành Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
0024638d,MBS,HNX,195.500,195.500,Vũ Thị Hải Phượng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
a3923c50,MBS,HNX,146.282,146.282,Nguyễn Văn Học,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
550a1724,MBS,HNX,111.162,111.162,Bùi Thị Hồng Hạnh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
809b2bd4,MBS,HNX,110.071,110.071,Trần Thị Bảo Quế,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
781f904f,MBS,HNX,101.093,101.093,Vũ Thị Hương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
bc29cdcd,MBS,HNX,204,204,Phạm Thị Hoa,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
72769706,MBS,HNX,78,78,Nguyễn Thị Diệp Quỳnh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
0f7b2b27,MBS,HNX,12,12,Phùng Thị Thanh Hà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
5e9e1a65,MBS,HNX,515.715,515.715,Công ty Cổ phần ICD Tân Cảng – Long Bình (ILB),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
043b13b1,MBS,HNX,1.402,1.402,Công ty Cổ phần Dược phẩm IMEXPHARM (IMP),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
cfa14c54,MBS,HNX,43,43,Công ty Cổ phần Phát triển Nhà Thủ Đức (TDH),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:30.950354
8b3fba74,NVB,HNX,Lâm Thùy Dung,lam thuy dung,Thành viên HĐQT độc lập,Khác,41.0,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
a33f1a35,NVB,HNX,Vũ Thúy Ngọc,vu thuy ngoc,Phụ trách quản trị,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
20072cda,NVB,HNX,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYLê Thị Thu Hằng95.793.3354,9820/10/2025Nguyễn Hoàng Anh Quân95.793.3354,9820/10/2025Vương Khả Nguyện95.745.8054,9720/10/2025Dương Thế Bằng95.745.8054,9720/10/2025Nguyễn Minh Anh95.745.8054,9720/10/2025Vương Khả Huấn95.745.8054,9720/10/2025Nguyễn Đức Anh95.511.4394,9620/10/2025Bùi Thị Thanh Hương56.329.1642,9306/10/2025Công ty cổ phần Chứng khoán EVS41.364.9622,1509/01/2026Trần Hải Anh20.191.4151,0530/06/2024Đặng Thị Xuân Hồng6.893.7480,3630/06/2024Nguyễn Tiến Dũng6.500.0000,3430/06/2024Lê Kim Chi4.566.9230,2430/06/2024Phạm Thế Hiệp4.300.0000,2230/06/2024Nguyễn Vĩnh Thọ4.170.1710,2230/06/2024Vũ Hải Anh3.500.0000,1803/01/2025Nguyễn Đình Tuấn3.000.0000,1630/06/2024Đỗ Thị Thanh Hường2.063.0000,1130/06/2024Vũ Mạnh Tiến1.871.2970,130/06/2024Đỗ Danh Hải1.842.0000,130/06/2024Đặng Quang Hạnh1.816.0260,0930/06/2024Dương Thị Lệ Hà1.000.0000,0530/06/2024Hoàng Tuấn Tú486.4000,0330/06/2024Nguyễn Hồng Long341.3000,0230/06/2024Trần Thị Minh Huệ300.0000,0230/06/2024Lê Quang Trí202.5340,0130/06/2024Nguyễn Xuân Hưng166.8610,0130/06/2024Nguyễn Hồng Sơn59.1960,030/06/2024Cao Kim Sơn Cương55.9870,030/06/2024Ngô Thị Phương Thủy53.2000,030/06/2024Nguyễn Thị Thu Hương35.4890,030/06/2024Nguyễn Quốc Khánh35.4890,030/06/2024Vũ Đức Giang35.4890,030/06/2024Huỳnh Vĩnh Phát24.6920,030/06/2024Vũ Hồng Nam16.6860,030/06/2024Lê Thị Mỹ Hạnh4.8320,030/06/2024Nguyễn Giang Nam4.0400,030/06/2024",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
add14279,NVB,HNX,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
1c9d1959,NVB,HNX,95.793.335,95.793.335,Lê Thị Thu Hằng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
bea745a3,NVB,HNX,95.745.805,95.745.805,Vương Khả Nguyện,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
23d280d0,NVB,HNX,95.511.439,95.511.439,Nguyễn Đức Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
1436e3cc,NVB,HNX,56.329.164,56.329.164,Bùi Thị Thanh Hương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
20e2d5fe,NVB,HNX,41.364.962,41.364.962,Công ty cổ phần Chứng khoán EVS,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
fdaea358,NVB,HNX,20.191.415,20.191.415,Trần Hải Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
b1f15d8c,NVB,HNX,6.893.748,6.893.748,Đặng Thị Xuân Hồng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
21e26a82,NVB,HNX,6.500.000,6.500.000,Nguyễn Tiến Dũng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
8b5c2db3,NVB,HNX,4.566.923,4.566.923,Lê Kim Chi,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
d59ab5d2,NVB,HNX,4.300.000,4.300.000,Phạm Thế Hiệp,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
82e99c36,NVB,HNX,4.170.171,4.170.171,Nguyễn Vĩnh Thọ,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
6f7095bb,NVB,HNX,3.500.000,3.500.000,Vũ Hải Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
70c21139,NVB,HNX,3.000.000,3.000.000,Nguyễn Đình Tuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
f45f05c9,NVB,HNX,2.063.000,2.063.000,Đỗ Thị Thanh Hường,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
b83a3802,NVB,HNX,1.871.297,1.871.297,Vũ Mạnh Tiến,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
c8596769,NVB,HNX,1.842.000,1.842.000,Đỗ Danh Hải,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
27e50c10,NVB,HNX,1.816.026,1.816.026,Đặng Quang Hạnh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
9ad961d3,NVB,HNX,1.000.000,1.000.000,Dương Thị Lệ Hà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
b964eaea,NVB,HNX,486.400,486.400,Hoàng Tuấn Tú,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
3d86dc6a,NVB,HNX,341.300,341.300,Nguyễn Hồng Long,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
fbdd4e19,NVB,HNX,300.000,300.000,Trần Thị Minh Huệ,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
8b17d6f8,NVB,HNX,202.534,202.534,Lê Quang Trí,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
86384cb7,NVB,HNX,166.861,166.861,Nguyễn Xuân Hưng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
e151f522,NVB,HNX,59.196,59.196,Nguyễn Hồng Sơn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
ed0fd831,NVB,HNX,55.987,55.987,Cao Kim Sơn Cương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
19ceb2fd,NVB,HNX,53.200,53.200,Ngô Thị Phương Thủy,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
5c77c978,NVB,HNX,35.489,35.489,Nguyễn Thị Thu Hương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
ef3f010d,NVB,HNX,24.692,24.692,Huỳnh Vĩnh Phát,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
40edfaba,NVB,HNX,16.686,16.686,Vũ Hồng Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
8c56a6e0,NVB,HNX,4.832,4.832,Lê Thị Mỹ Hạnh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
dc1a6ab1,NVB,HNX,4.040,4.040,Nguyễn Giang Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
cd5341e4,NVB,HNX,1.770.000,1.770.000,Công ty cổ phần Chứng khoán NAVIBANK (NVS),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:32.751491
57d5e7ce,HUT,HNX,Nguyễn Văn Hiếu,nguyen van hieu,Phó Tổng GĐ,Khác,44.0,,,,,cafef,0.5,True,2026-03-05T00:41:34.644614
054d35aa,HUT,HNX,Đặng Thuỳ Linh,dang thuy linh,Thành viên BKS,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:34.644614
38091bce,HUT,HNX,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYCTCP VII Holding320.485.00030,009/10/2025Phạm Quang Dũng31.218.9632,9227/06/2025Windstar Resources Limited19.322.5201,8127/06/2025Vũ Thái Xuyên16.044.0001,527/06/2025Trần Hải Yến2.670.7200,2527/06/2025Phạm Thị Chi2.526.1410,2427/06/2025Hồ Việt Hà2.400.0000,2227/06/2025Trần Thị Thanh Tân229.3890,0227/06/2025Phạm Đức Minh36.0000,027/06/2025Nguyễn Dương Thụ300,027/06/2025",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:34.644614
6a2db8d8,HUT,HNX,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:34.644614
db9e3cb5,HUT,HNX,320.485.000,320.485.000,CTCP VII Holding,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:34.644614
